Week_end,Indicator,High_industry,Value
7/26/20,Number of paid jobs - 20 days,Z No Match,47140
7/26/20,Weekly earnings - median - 20 days,Total,1000
7/26/20,Weekly earnings - median - 20 days,A Primary,961.54
7/26/20,Weekly earnings - median - 20 days,B Goods Producing,1120
7/26/20,Weekly earnings - median - 20 days,C Services,979.21
7/26/20,Weekly earnings - median - 20 days,Z No Match,587.7
7/26/20,Weekly earnings - upper quartile - 20 days,Total,1428
7/26/20,Weekly earnings - upper quartile - 20 days,A Primary,1258.56
7/26/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1461.54
7/26/20,Weekly earnings - upper quartile - 20 days,C Services,1442.31
7/26/20,Weekly earnings - upper quartile - 20 days,Z No Match,837.72
7/26/20,Weekly earnings - lower quartile - 20 days,Total,632.5
7/26/20,Weekly earnings - lower quartile - 20 days,A Primary,655.29
7/26/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,859.5
7/26/20,Weekly earnings - lower quartile - 20 days,C Services,587.55
7/26/20,Weekly earnings - lower quartile - 20 days,Z No Match,280.84
8/2/20,Number of paid jobs - 20 days,Total,1940960
8/2/20,Number of paid jobs - 20 days,A Primary,79780
8/2/20,Number of paid jobs - 20 days,B Goods Producing,350460
8/2/20,Number of paid jobs - 20 days,C Services,1462320
8/2/20,Number of paid jobs - 20 days,Z No Match,48400
8/2/20,Weekly earnings - median - 20 days,Total,1000
8/2/20,Weekly earnings - median - 20 days,A Primary,974.4
8/2/20,Weekly earnings - median - 20 days,B Goods Producing,1125
8/2/20,Weekly earnings - median - 20 days,C Services,980.5
8/2/20,Weekly earnings - median - 20 days,Z No Match,638.94
8/2/20,Weekly earnings - upper quartile - 20 days,Total,1432.98
8/2/20,Weekly earnings - upper quartile - 20 days,A Primary,1273.07
8/2/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1464.12
8/2/20,Weekly earnings - upper quartile - 20 days,C Services,1442.36
8/2/20,Weekly earnings - upper quartile - 20 days,Z No Match,928.89
8/2/20,Weekly earnings - lower quartile - 20 days,Total,638.26
8/2/20,Weekly earnings - lower quartile - 20 days,A Primary,666.51
8/2/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,864
8/2/20,Weekly earnings - lower quartile - 20 days,C Services,588.6
8/2/20,Weekly earnings - lower quartile - 20 days,Z No Match,386
8/9/20,Number of paid jobs - 20 days,Total,1940940
8/9/20,Number of paid jobs - 20 days,A Primary,80130
8/9/20,Number of paid jobs - 20 days,B Goods Producing,351170
8/9/20,Number of paid jobs - 20 days,C Services,1461980
8/9/20,Number of paid jobs - 20 days,Z No Match,47660
8/9/20,Weekly earnings - median - 20 days,Total,1002.31
8/9/20,Weekly earnings - median - 20 days,A Primary,973.35
8/9/20,Weekly earnings - median - 20 days,B Goods Producing,1127.68
8/9/20,Weekly earnings - median - 20 days,C Services,982.5
8/9/20,Weekly earnings - median - 20 days,Z No Match,635.25
8/9/20,Weekly earnings - upper quartile - 20 days,Total,1434.5
8/9/20,Weekly earnings - upper quartile - 20 days,A Primary,1280
8/9/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1470.12
8/9/20,Weekly earnings - upper quartile - 20 days,C Services,1442.31
8/9/20,Weekly earnings - upper quartile - 20 days,Z No Match,925.24
8/9/20,Weekly earnings - lower quartile - 20 days,Total,642.6
8/9/20,Weekly earnings - lower quartile - 20 days,A Primary,661.08
8/9/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,866
8/9/20,Weekly earnings - lower quartile - 20 days,C Services,594
8/9/20,Weekly earnings - lower quartile - 20 days,Z No Match,388.8
8/16/20,Number of paid jobs - 20 days,Total,1937480
8/16/20,Number of paid jobs - 20 days,A Primary,80030
8/16/20,Number of paid jobs - 20 days,B Goods Producing,350070
8/16/20,Number of paid jobs - 20 days,C Services,1459180
8/16/20,Number of paid jobs - 20 days,Z No Match,48200
8/16/20,Weekly earnings - median - 20 days,Total,1003.26
8/16/20,Weekly earnings - median - 20 days,A Primary,980.38
8/16/20,Weekly earnings - median - 20 days,B Goods Producing,1122.12
8/16/20,Weekly earnings - median - 20 days,C Services,985.45
8/16/20,Weekly earnings - median - 20 days,Z No Match,636.74
8/16/20,Weekly earnings - upper quartile - 20 days,Total,1438
8/16/20,Weekly earnings - upper quartile - 20 days,A Primary,1287
8/16/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1462.5
8/16/20,Weekly earnings - upper quartile - 20 days,C Services,1449.5
8/16/20,Weekly earnings - upper quartile - 20 days,Z No Match,923.86
8/16/20,Weekly earnings - lower quartile - 20 days,Total,638.53
8/16/20,Weekly earnings - lower quartile - 20 days,A Primary,659.66
8/16/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,860.25
8/16/20,Weekly earnings - lower quartile - 20 days,C Services,591.25
8/16/20,Weekly earnings - lower quartile - 20 days,Z No Match,389.99
8/23/20,Number of paid jobs - 20 days,Total,1930370
8/23/20,Number of paid jobs - 20 days,A Primary,79810
8/23/20,Number of paid jobs - 20 days,B Goods Producing,348910
8/23/20,Number of paid jobs - 20 days,C Services,1452840
8/23/20,Number of paid jobs - 20 days,Z No Match,48810
8/23/20,Weekly earnings - median - 20 days,Total,1000
8/23/20,Weekly earnings - median - 20 days,A Primary,969.29
8/23/20,Weekly earnings - median - 20 days,B Goods Producing,1121
8/23/20,Weekly earnings - median - 20 days,C Services,980.97
8/23/20,Weekly earnings - median - 20 days,Z No Match,638.65
8/23/20,Weekly earnings - upper quartile - 20 days,Total,1434.41
8/23/20,Weekly earnings - upper quartile - 20 days,A Primary,1276.86
8/23/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1460.81
8/23/20,Weekly earnings - upper quartile - 20 days,C Services,1445
8/23/20,Weekly earnings - upper quartile - 20 days,Z No Match,924.07
8/23/20,Weekly earnings - lower quartile - 20 days,Total,634.7
8/23/20,Weekly earnings - lower quartile - 20 days,A Primary,648.05
8/23/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,860.85
8/23/20,Weekly earnings - lower quartile - 20 days,C Services,587.32
8/23/20,Weekly earnings - lower quartile - 20 days,Z No Match,394.31
8/30/20,Number of paid jobs - 20 days,Total,1932920
8/30/20,Number of paid jobs - 20 days,A Primary,79770
8/30/20,Number of paid jobs - 20 days,B Goods Producing,349970
8/30/20,Number of paid jobs - 20 days,C Services,1453660
8/30/20,Number of paid jobs - 20 days,Z No Match,49520
8/30/20,Weekly earnings - median - 20 days,Total,1000.8
8/30/20,Weekly earnings - median - 20 days,A Primary,972
8/30/20,Weekly earnings - median - 20 days,B Goods Producing,1125
8/30/20,Weekly earnings - median - 20 days,C Services,981.59
8/30/20,Weekly earnings - median - 20 days,Z No Match,640.57
8/30/20,Weekly earnings - upper quartile - 20 days,Total,1438
8/30/20,Weekly earnings - upper quartile - 20 days,A Primary,1281
8/30/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1468.57
8/30/20,Weekly earnings - upper quartile - 20 days,C Services,1447.87
8/30/20,Weekly earnings - upper quartile - 20 days,Z No Match,928.01
8/30/20,Weekly earnings - lower quartile - 20 days,Total,635.5
8/30/20,Weekly earnings - lower quartile - 20 days,A Primary,656.1
8/30/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,862.5
8/30/20,Weekly earnings - lower quartile - 20 days,C Services,587.5
8/30/20,Weekly earnings - lower quartile - 20 days,Z No Match,392.79
9/6/20,Number of paid jobs - 20 days,Total,1936210
9/6/20,Number of paid jobs - 20 days,A Primary,80010
9/6/20,Number of paid jobs - 20 days,B Goods Producing,350790
9/6/20,Number of paid jobs - 20 days,C Services,1454880
9/6/20,Number of paid jobs - 20 days,Z No Match,50530
9/6/20,Weekly earnings - median - 20 days,Total,1004.5
9/6/20,Weekly earnings - median - 20 days,A Primary,972
9/6/20,Weekly earnings - median - 20 days,B Goods Producing,1125.75
9/6/20,Weekly earnings - median - 20 days,C Services,987
9/6/20,Weekly earnings - median - 20 days,Z No Match,637.5
9/6/20,Weekly earnings - upper quartile - 20 days,Total,1431.76
9/6/20,Weekly earnings - upper quartile - 20 days,A Primary,1288
9/6/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1470
9/6/20,Weekly earnings - upper quartile - 20 days,C Services,1442.31
9/6/20,Weekly earnings - upper quartile - 20 days,Z No Match,925.99
9/6/20,Weekly earnings - lower quartile - 20 days,Total,645
9/6/20,Weekly earnings - lower quartile - 20 days,A Primary,648.08
9/6/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,865
9/6/20,Weekly earnings - lower quartile - 20 days,C Services,599.95
9/6/20,Weekly earnings - lower quartile - 20 days,Z No Match,383.57
9/13/20,Number of paid jobs - 20 days,Total,1928660
9/13/20,Number of paid jobs - 20 days,A Primary,79160
9/13/20,Number of paid jobs - 20 days,B Goods Producing,350670
9/13/20,Number of paid jobs - 20 days,C Services,1450190
9/13/20,Number of paid jobs - 20 days,Z No Match,48630
9/13/20,Weekly earnings - median - 20 days,Total,1009.62
9/13/20,Weekly earnings - median - 20 days,A Primary,970.36
9/13/20,Weekly earnings - median - 20 days,B Goods Producing,1133.58
9/13/20,Weekly earnings - median - 20 days,C Services,991.78
9/13/20,Weekly earnings - median - 20 days,Z No Match,635.54
9/13/20,Weekly earnings - upper quartile - 20 days,Total,1440.71
9/13/20,Weekly earnings - upper quartile - 20 days,A Primary,1292.58
9/13/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1479.51
9/13/20,Weekly earnings - upper quartile - 20 days,C Services,1447.96
9/13/20,Weekly earnings - upper quartile - 20 days,Z No Match,923.32
9/13/20,Weekly earnings - lower quartile - 20 days,Total,650
9/13/20,Weekly earnings - lower quartile - 20 days,A Primary,634.62
9/13/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,870
9/13/20,Weekly earnings - lower quartile - 20 days,C Services,600
9/13/20,Weekly earnings - lower quartile - 20 days,Z No Match,389.61
9/20/20,Number of paid jobs - 20 days,Total,1933110
9/20/20,Number of paid jobs - 20 days,A Primary,78260
9/20/20,Number of paid jobs - 20 days,B Goods Producing,350730
9/20/20,Number of paid jobs - 20 days,C Services,1455510
9/20/20,Number of paid jobs - 20 days,Z No Match,48600
9/20/20,Weekly earnings - median - 20 days,Total,1009.36
9/20/20,Weekly earnings - median - 20 days,A Primary,961.54
9/20/20,Weekly earnings - median - 20 days,B Goods Producing,1135.06
9/20/20,Weekly earnings - median - 20 days,C Services,994.13
9/20/20,Weekly earnings - median - 20 days,Z No Match,604.8
9/20/20,Weekly earnings - upper quartile - 20 days,Total,1440.75
9/20/20,Weekly earnings - upper quartile - 20 days,A Primary,1278.14
9/20/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1477.01
9/20/20,Weekly earnings - upper quartile - 20 days,C Services,1451.39
9/20/20,Weekly earnings - upper quartile - 20 days,Z No Match,852.75
9/20/20,Weekly earnings - lower quartile - 20 days,Total,647.5
9/20/20,Weekly earnings - lower quartile - 20 days,A Primary,615.38
9/20/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,873
9/20/20,Weekly earnings - lower quartile - 20 days,C Services,604.01
9/20/20,Weekly earnings - lower quartile - 20 days,Z No Match,345.6
9/27/20,Number of paid jobs - 20 days,Total,1942840
9/27/20,Number of paid jobs - 20 days,A Primary,77900
9/27/20,Number of paid jobs - 20 days,B Goods Producing,351700
9/27/20,Number of paid jobs - 20 days,C Services,1464130
9/27/20,Number of paid jobs - 20 days,Z No Match,49110
9/27/20,Weekly earnings - median - 20 days,Total,1009.35
9/27/20,Weekly earnings - median - 20 days,A Primary,968.14
9/27/20,Weekly earnings - median - 20 days,B Goods Producing,1139.25
9/27/20,Weekly earnings - median - 20 days,C Services,992.31
9/27/20,Weekly earnings - median - 20 days,Z No Match,530.74
9/27/20,Weekly earnings - upper quartile - 20 days,Total,1442.31
9/27/20,Weekly earnings - upper quartile - 20 days,A Primary,1296
9/27/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1480
9/27/20,Weekly earnings - upper quartile - 20 days,C Services,1452.85
9/27/20,Weekly earnings - upper quartile - 20 days,Z No Match,819.11
9/27/20,Weekly earnings - lower quartile - 20 days,Total,636.71
9/27/20,Weekly earnings - lower quartile - 20 days,A Primary,620
9/27/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,874.75
9/27/20,Weekly earnings - lower quartile - 20 days,C Services,594
9/27/20,Weekly earnings - lower quartile - 20 days,Z No Match,219.65
10/4/20,Number of paid jobs - 20 days,Total,1951760
10/4/20,Number of paid jobs - 20 days,A Primary,78970
10/4/20,Number of paid jobs - 20 days,B Goods Producing,352640
10/4/20,Number of paid jobs - 20 days,C Services,1469720
10/4/20,Number of paid jobs - 20 days,Z No Match,50430
10/4/20,Weekly earnings - median - 20 days,Total,1011.21
10/4/20,Weekly earnings - median - 20 days,A Primary,961.54
10/4/20,Weekly earnings - median - 20 days,B Goods Producing,1141.35
10/4/20,Weekly earnings - median - 20 days,C Services,996.43
10/4/20,Weekly earnings - median - 20 days,Z No Match,604.8
10/4/20,Weekly earnings - upper quartile - 20 days,Total,1442.31
10/4/20,Weekly earnings - upper quartile - 20 days,A Primary,1286.22
10/4/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1485.27
10/4/20,Weekly earnings - upper quartile - 20 days,C Services,1456.89
10/4/20,Weekly earnings - upper quartile - 20 days,Z No Match,838.18
10/4/20,Weekly earnings - lower quartile - 20 days,Total,640
10/4/20,Weekly earnings - lower quartile - 20 days,A Primary,594
10/4/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,876.86
10/4/20,Weekly earnings - lower quartile - 20 days,C Services,597.97
10/4/20,Weekly earnings - lower quartile - 20 days,Z No Match,345.6
10/11/20,Number of paid jobs - 20 days,Total,1958590
10/11/20,Number of paid jobs - 20 days,A Primary,80080
10/11/20,Number of paid jobs - 20 days,B Goods Producing,351450
10/11/20,Number of paid jobs - 20 days,C Services,1477520
10/11/20,Number of paid jobs - 20 days,Z No Match,49540
10/11/20,Weekly earnings - median - 20 days,Total,1012.24
10/11/20,Weekly earnings - median - 20 days,A Primary,961.54
10/11/20,Weekly earnings - median - 20 days,B Goods Producing,1148.39
10/11/20,Weekly earnings - median - 20 days,C Services,994.02
10/11/20,Weekly earnings - median - 20 days,Z No Match,604.8
10/11/20,Weekly earnings - upper quartile - 20 days,Total,1442.31
10/11/20,Weekly earnings - upper quartile - 20 days,A Primary,1287.5
10/11/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1491.03
10/11/20,Weekly earnings - upper quartile - 20 days,C Services,1452.5
10/11/20,Weekly earnings - upper quartile - 20 days,Z No Match,869.34
10/11/20,Weekly earnings - lower quartile - 20 days,Total,636.5
10/11/20,Weekly earnings - lower quartile - 20 days,A Primary,595.53
10/11/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,880
10/11/20,Weekly earnings - lower quartile - 20 days,C Services,589.52
10/11/20,Weekly earnings - lower quartile - 20 days,Z No Match,313.79
10/18/20,Number of paid jobs - 20 days,Total,1951270
10/18/20,Number of paid jobs - 20 days,A Primary,80930
10/18/20,Number of paid jobs - 20 days,B Goods Producing,346060
10/18/20,Number of paid jobs - 20 days,C Services,1474370
10/18/20,Number of paid jobs - 20 days,Z No Match,49910
10/18/20,Weekly earnings - median - 20 days,Total,1009.6
10/18/20,Weekly earnings - median - 20 days,A Primary,948.03
10/18/20,Weekly earnings - median - 20 days,B Goods Producing,1146
10/18/20,Weekly earnings - median - 20 days,C Services,992.8
10/18/20,Weekly earnings - median - 20 days,Z No Match,599.09
10/18/20,Weekly earnings - upper quartile - 20 days,Total,1442.31
10/18/20,Weekly earnings - upper quartile - 20 days,A Primary,1271.01
10/18/20,Weekly earnings - upper quartile - 20 days,B Goods Producing,1488.82
10/18/20,Weekly earnings - upper quartile - 20 days,C Services,1454.2
10/18/20,Weekly earnings - upper quartile - 20 days,Z No Match,848.62
10/18/20,Weekly earnings - lower quartile - 20 days,Total,628.07
10/18/20,Weekly earnings - lower quartile - 20 days,A Primary,575
10/18/20,Weekly earnings - lower quartile - 20 days,B Goods Producing,878.28
10/18/20,Weekly earnings - lower quartile - 20 days,C Services,585.84
10/18/20,Weekly earnings - lower quartile - 20 days,Z No Match,185.57
10/25/20,Number of paid jobs - 20 days,Total,1962510
10/25/20,Number of paid jobs - 20 days,A Primary,83080
10/25/20,Number of paid jobs - 20 days,B Goods Producing,352790
